session_id,date,country,source_medium,landing_page,session_value_usd
ses_015928,2025-10-14,ES,organic,/collection,4.71
ses_015929,2024-12-15,IT,facebook/cpc,/cart,9.95
ses_015930,2023-04-24,US,email,/home,1.75
ses_015931,2024-02-06,FR,email,/home,0.12
ses_015932,2023-03-22,US,tiktok/cpc,/cart,3.97
ses_015933,2024-07-14,AU,organic,/collection,3.4
ses_015934,2025-07-26,DE,organic,/home,1.15
ses_015935,2024-05-30,CA,google/cpc,/landing-sale,1.64
ses_015936,2024-02-08,CA,google/cpc,/home,0.7
ses_015937,2025-04-15,FR,affiliate,/collection,4.65
ses_015938,2023-11-29,DE,affiliate,/landing-sale,0.65
ses_015939,2024-04-01,US,facebook/cpc,/collection,2.25
ses_015940,2024-08-14,GB,affiliate,/collection,0.42
ses_015941,2024-08-06,GB,email,/product,1.73
ses_015942,2024-06-10,FR,google/cpc,/home,2.88
ses_015943,2024-06-27,US,affiliate,/product,1.01
ses_015944,2024-01-17,FR,tiktok/cpc,/landing-sale,4.14
ses_015945,2024-09-13,IT,organic,/collection,0.23
ses_015946,2025-09-25,MX,organic,/home,2.36
ses_015947,2024-12-10,ES,organic,/collection,12.44
ses_015948,2025-07-04,BR,affiliate,/home,5.35
ses_015949,2023-03-03,IT,facebook/cpc,/cart,1.81
ses_015950,2023-08-14,GB,email,/cart,7.99
ses_015951,2025-03-07,DE,tiktok/cpc,/product,5.62
ses_015952,2025-01-07,ES,tiktok/cpc,/home,5.08
ses_015953,2023-05-14,IT,google/cpc,/home,1.27
ses_015954,2025-09-30,AU,google/cpc,/landing-sale,0.08
ses_015955,2024-11-02,CA,tiktok/cpc,/collection,0.29
ses_015956,2024-12-16,CA,email,/cart,6.44
ses_015957,2023-06-06,FR,facebook/cpc,/landing-sale,0.1
ses_015958,2023-12-11,GB,affiliate,/home,13.38
ses_015959,2024-11-24,BR,google/cpc,/home,5.72
ses_015960,2023-09-24,MX,email,/home,3.47
ses_015961,2023-11-01,DE,email,/landing-sale,21.9
ses_015962,2023-03-11,IT,organic,/product,4.04
ses_015963,2023-05-10,ES,google/cpc,/landing-sale,2.67
ses_015964,2024-10-11,GB,google/cpc,/product,1.78
ses_015965,2023-08-24,BR,tiktok/cpc,/cart,9.84
ses_015966,2023-10-10,ES,tiktok/cpc,/collection,6.62
ses_015967,2023-02-07,IT,affiliate,/cart,2.34
ses_015968,2024-06-04,MX,google/cpc,/home,8.53
ses_015969,2023-06-14,FR,tiktok/cpc,/cart,4.99
ses_015970,2023-07-05,ES,tiktok/cpc,/product,6.22
ses_015971,2025-06-03,FR,organic,/product,6.49
ses_015972,2023-03-29,IT,organic,/collection,2.86
ses_015973,2023-07-26,CA,tiktok/cpc,/product,0.81
ses_015974,2024-02-16,ES,affiliate,/landing-sale,7.3
ses_015975,2025-08-01,AU,tiktok/cpc,/landing-sale,0.58
ses_015976,2024-09-28,IT,email,/cart,2.65
ses_015977,2023-01-06,AU,tiktok/cpc,/landing-sale,0.25
ses_015978,2024-07-24,CA,facebook/cpc,/cart,5.87
ses_015979,2025-03-02,BR,organic,/product,0.91
ses_015980,2024-07-20,FR,affiliate,/collection,5.65
ses_015981,2025-07-16,BR,tiktok/cpc,/home,3.93
ses_015982,2025-06-26,BR,email,/cart,10.28
ses_015983,2024-12-05,MX,affiliate,/home,2.64
ses_015984,2025-05-25,US,google/cpc,/collection,6.24
ses_015985,2023-06-10,DE,google/cpc,/landing-sale,6.51
ses_015986,2024-01-21,MX,google/cpc,/collection,3.21
ses_015987,2023-08-18,CA,tiktok/cpc,/landing-sale,0.61
ses_015988,2024-06-20,DE,email,/home,1.33
ses_015989,2024-09-11,AU,email,/collection,0.6
ses_015990,2024-12-26,BR,tiktok/cpc,/home,3.82
ses_015991,2024-05-22,IT,organic,/cart,0.89
ses_015992,2025-01-17,IT,facebook/cpc,/landing-sale,4.29
ses_015993,2024-04-24,IT,google/cpc,/collection,1.17
ses_015994,2024-02-25,CA,facebook/cpc,/home,1.95
ses_015995,2023-01-14,ES,facebook/cpc,/collection,2.1
ses_015996,2024-05-18,AU,google/cpc,/product,4.52
ses_015997,2025-02-27,ES,affiliate,/landing-sale,9.36
ses_015998,2023-03-07,US,facebook/cpc,/collection,2.12
ses_015999,2025-02-06,AU,email,/cart,1.49
ses_016000,2024-12-27,GB,facebook/cpc,/product,3.76
ses_016001,2025-05-03,DE,organic,/product,2.53
ses_016002,2024-06-12,US,email,/landing-sale,3.93
ses_016003,2024-09-04,BR,organic,/home,12.23
ses_016004,2024-07-02,CA,organic,/collection,4.28
ses_016005,2024-10-07,FR,facebook/cpc,/landing-sale,2.25
ses_016006,2023-03-30,AU,organic,/product,0.45
ses_016007,2023-01-04,CA,affiliate,/collection,5.02
ses_016008,2023-02-16,DE,email,/collection,1.97
ses_016009,2023-07-25,AU,organic,/product,5.92
ses_016010,2025-10-15,FR,tiktok/cpc,/product,11.01
ses_016011,2023-08-03,AU,facebook/cpc,/landing-sale,18.53
ses_016012,2023-03-17,BR,affiliate,/home,3.64
ses_016013,2024-11-15,IT,affiliate,/cart,5.96
ses_016014,2025-01-24,AU,email,/product,0.75
ses_016015,2025-04-24,CA,google/cpc,/home,2.86
ses_016016,2024-03-21,MX,google/cpc,/collection,3.7
ses_016017,2023-05-03,US,affiliate,/landing-sale,1.61
ses_016018,2024-08-03,GB,affiliate,/cart,3.1
ses_016019,2023-03-15,DE,facebook/cpc,/landing-sale,5.4
ses_016020,2025-03-02,BR,google/cpc,/cart,3.8
ses_016021,2023-09-26,CA,organic,/product,1.55
ses_016022,2025-09-01,AU,affiliate,/home,6.57
ses_016023,2024-05-17,IT,google/cpc,/collection,4.45
ses_016024,2024-06-04,AU,affiliate,/landing-sale,11.63
ses_016025,2025-10-20,FR,email,/landing-sale,10.46
ses_016026,2023-01-10,BR,email,/landing-sale,2.68
ses_016027,2024-04-03,CA,organic,/cart,0.86
ses_016028,2025-09-14,US,facebook/cpc,/home,8.52
ses_016029,2023-12-03,IT,facebook/cpc,/cart,14.09
ses_016030,2023-04-05,US,google/cpc,/landing-sale,3.33
ses_016031,2023-09-18,IT,organic,/home,10.38
ses_016032,2024-07-05,MX,email,/collection,2.35
ses_016033,2023-06-27,FR,affiliate,/home,4.48
ses_016034,2025-04-01,US,tiktok/cpc,/product,12.39
ses_016035,2024-09-01,ES,tiktok/cpc,/collection,0.34
ses_016036,2024-03-02,DE,tiktok/cpc,/collection,7.73
ses_016037,2023-10-28,AU,google/cpc,/cart,0.88
ses_016038,2025-01-14,BR,facebook/cpc,/landing-sale,9.23
ses_016039,2024-11-24,GB,facebook/cpc,/home,3.5
ses_016040,2025-08-23,IT,email,/cart,10.06
ses_016041,2024-12-12,IT,tiktok/cpc,/home,1.44
ses_016042,2024-12-25,ES,organic,/cart,4.62
ses_016043,2024-10-25,AU,affiliate,/cart,8.88
ses_016044,2024-12-15,AU,google/cpc,/landing-sale,0.65
ses_016045,2023-05-08,DE,tiktok/cpc,/product,27.41
ses_016046,2024-03-29,US,affiliate,/home,15.97
ses_016047,2023-10-11,GB,tiktok/cpc,/cart,2.71
ses_016048,2024-09-09,GB,organic,/collection,3.48
ses_016049,2025-10-08,US,affiliate,/home,0.81
ses_016050,2024-07-04,FR,google/cpc,/home,3.17
ses_016051,2023-05-23,CA,tiktok/cpc,/cart,6.23
ses_016052,2023-11-22,CA,tiktok/cpc,/product,2.31
ses_016053,2023-11-09,US,google/cpc,/home,3.86
ses_016054,2024-07-31,DE,google/cpc,/cart,11.4
ses_016055,2024-09-19,BR,tiktok/cpc,/cart,2.32
ses_016056,2024-02-04,IT,affiliate,/collection,8.84
ses_016057,2025-02-08,MX,organic,/home,6.87
ses_016058,2025-08-07,CA,google/cpc,/collection,1.86
ses_016059,2024-09-09,BR,google/cpc,/collection,0.58
ses_016060,2023-02-06,US,google/cpc,/landing-sale,8.13
ses_016061,2023-10-25,FR,email,/landing-sale,0.46
ses_016062,2023-12-14,CA,facebook/cpc,/collection,8.75
ses_016063,2024-10-04,DE,google/cpc,/cart,8.07
ses_016064,2023-07-08,CA,google/cpc,/product,4.18
ses_016065,2025-07-14,US,email,/collection,4.64
ses_016066,2025-07-21,CA,facebook/cpc,/collection,10.63
ses_016067,2025-05-12,FR,affiliate,/product,1.22
ses_016068,2024-07-17,IT,google/cpc,/landing-sale,1.12
ses_016069,2023-04-12,IT,organic,/cart,4.0
ses_016070,2025-04-02,MX,tiktok/cpc,/product,0.85
ses_016071,2023-05-27,BR,organic,/landing-sale,2.19
ses_016072,2024-04-27,GB,affiliate,/cart,0.71
ses_016073,2025-10-20,CA,email,/product,0.01
ses_016074,2023-06-10,ES,organic,/product,10.88
ses_016075,2024-10-09,ES,organic,/home,3.01
ses_016076,2023-09-22,BR,email,/product,1.7
ses_016077,2025-04-07,FR,tiktok/cpc,/product,10.71
ses_016078,2025-08-23,MX,facebook/cpc,/landing-sale,4.99
ses_016079,2025-06-24,CA,google/cpc,/home,8.66
ses_016080,2025-01-05,AU,tiktok/cpc,/cart,1.58
ses_016081,2024-11-27,BR,facebook/cpc,/home,6.08
ses_016082,2025-03-14,ES,email,/landing-sale,2.06
ses_016083,2023-04-14,MX,tiktok/cpc,/collection,5.44
ses_016084,2024-11-29,BR,organic,/home,3.02
ses_016085,2024-03-01,FR,tiktok/cpc,/landing-sale,2.99
ses_016086,2023-10-27,FR,organic,/collection,10.78
ses_016087,2024-03-02,IT,affiliate,/cart,1.95
ses_016088,2024-04-21,US,google/cpc,/cart,8.94
ses_016089,2023-03-14,ES,organic,/collection,2.19
ses_016090,2024-02-02,MX,affiliate,/landing-sale,1.36
ses_016091,2023-04-04,BR,facebook/cpc,/collection,4.5
ses_016092,2023-02-18,CA,email,/cart,1.75
ses_016093,2024-08-10,ES,organic,/product,0.05
ses_016094,2025-09-21,IT,facebook/cpc,/cart,3.26
ses_016095,2023-10-02,FR,google/cpc,/collection,4.66
ses_016096,2025-08-14,GB,tiktok/cpc,/collection,1.39
ses_016097,2025-05-24,GB,email,/home,4.34
ses_016098,2024-07-15,CA,affiliate,/collection,7.34
ses_016099,2024-08-13,BR,tiktok/cpc,/product,5.3
ses_016100,2025-06-17,ES,organic,/landing-sale,6.56
ses_016101,2025-06-05,IT,facebook/cpc,/cart,3.73
ses_016102,2023-09-10,BR,email,/cart,6.42
ses_016103,2023-04-06,IT,google/cpc,/home,17.02
ses_016104,2023-03-21,AU,email,/home,9.13
ses_016105,2023-05-12,AU,tiktok/cpc,/home,4.31
ses_016106,2023-07-02,ES,tiktok/cpc,/cart,3.6
ses_016107,2023-02-05,ES,email,/home,1.2
ses_016108,2025-04-10,AU,google/cpc,/collection,0.51
ses_016109,2024-03-08,DE,affiliate,/cart,1.53
ses_016110,2024-01-30,CA,organic,/collection,1.14
ses_016111,2024-04-09,AU,email,/collection,2.32
ses_016112,2024-02-20,BR,facebook/cpc,/product,1.53
ses_016113,2024-10-22,DE,tiktok/cpc,/product,10.14
ses_016114,2024-04-28,DE,organic,/landing-sale,1.23
ses_016115,2023-08-09,ES,google/cpc,/product,0.49
ses_016116,2023-10-06,GB,affiliate,/product,11.12
ses_016117,2024-07-30,DE,facebook/cpc,/cart,2.79
ses_016118,2024-02-02,DE,facebook/cpc,/home,7.85
ses_016119,2023-08-19,BR,affiliate,/cart,0.62
ses_016120,2023-10-21,FR,organic,/cart,0.3
ses_016121,2024-12-28,ES,organic,/collection,6.04
ses_016122,2024-06-26,FR,tiktok/cpc,/collection,16.43
ses_016123,2023-07-29,FR,affiliate,/landing-sale,0.15
ses_016124,2025-01-06,MX,tiktok/cpc,/product,2.7
ses_016125,2024-10-24,IT,organic,/collection,4.72
ses_016126,2024-07-30,BR,google/cpc,/landing-sale,1.11
ses_016127,2023-11-17,AU,facebook/cpc,/product,1.0
ses_016128,2025-07-09,CA,affiliate,/landing-sale,8.18
ses_016129,2023-02-16,IT,facebook/cpc,/landing-sale,1.84
ses_016130,2025-01-09,ES,google/cpc,/collection,9.74
ses_016131,2024-05-07,CA,google/cpc,/collection,10.96
ses_016132,2023-07-22,ES,google/cpc,/collection,10.85
ses_016133,2024-02-28,GB,tiktok/cpc,/product,1.7
ses_016134,2024-10-06,FR,email,/home,8.91
ses_016135,2023-09-17,ES,facebook/cpc,/product,5.56
ses_016136,2023-08-04,FR,email,/collection,2.07
ses_016137,2024-11-24,BR,facebook/cpc,/collection,1.6
ses_016138,2025-04-06,MX,facebook/cpc,/cart,2.75
ses_016139,2023-04-17,IT,organic,/landing-sale,11.04
ses_016140,2023-07-20,DE,facebook/cpc,/collection,1.71
ses_016141,2024-09-11,BR,tiktok/cpc,/landing-sale,2.68
ses_016142,2023-01-18,DE,tiktok/cpc,/home,1.21
ses_016143,2024-11-19,US,affiliate,/collection,1.6
ses_016144,2023-11-07,IT,email,/product,0.74
ses_016145,2024-02-24,IT,organic,/home,2.74
ses_016146,2025-01-04,IT,email,/product,8.98
ses_016147,2024-12-08,MX,organic,/landing-sale,0.32
ses_016148,2023-11-20,AU,facebook/cpc,/product,12.38
ses_016149,2023-11-30,CA,email,/cart,13.07
ses_016150,2025-06-20,CA,facebook/cpc,/collection,2.64
ses_016151,2025-02-19,DE,email,/collection,4.39
ses_016152,2023-07-03,DE,organic,/collection,2.61
ses_016153,2023-03-23,IT,organic,/collection,3.45
ses_016154,2023-05-04,MX,google/cpc,/cart,11.78
ses_016155,2024-10-11,IT,organic,/cart,0.01
ses_016156,2024-03-06,IT,google/cpc,/landing-sale,13.03
ses_016157,2024-09-12,CA,organic,/cart,1.57
ses_016158,2023-11-09,CA,affiliate,/cart,0.2
ses_016159,2023-08-19,DE,affiliate,/collection,0.56
ses_016160,2023-09-29,BR,email,/home,2.43
ses_016161,2024-09-11,FR,affiliate,/collection,9.18
ses_016162,2023-12-28,BR,email,/home,0.45
ses_016163,2025-03-13,FR,organic,/product,10.11
ses_016164,2025-04-26,CA,facebook/cpc,/cart,10.43
ses_016165,2024-05-08,CA,google/cpc,/product,0.65
ses_016166,2024-09-10,DE,affiliate,/collection,0.03
ses_016167,2023-07-11,IT,email,/home,3.7
ses_016168,2023-02-11,MX,organic,/cart,0.75
ses_016169,2025-01-07,MX,organic,/cart,2.62
ses_016170,2025-02-26,DE,email,/collection,2.19
ses_016171,2025-06-19,CA,organic,/landing-sale,2.65
ses_016172,2025-08-20,AU,facebook/cpc,/collection,0.21
ses_016173,2024-08-10,AU,tiktok/cpc,/landing-sale,8.96
ses_016174,2023-04-21,US,email,/product,4.63
ses_016175,2024-06-11,FR,email,/landing-sale,5.24
ses_016176,2025-10-30,AU,tiktok/cpc,/home,0.19
ses_016177,2023-02-22,US,google/cpc,/product,0.33
ses_016178,2025-05-23,MX,google/cpc,/home,21.75
ses_016179,2024-04-18,BR,affiliate,/home,6.41
ses_016180,2024-05-04,US,organic,/product,0.72
ses_016181,2025-10-06,US,facebook/cpc,/home,13.43
ses_016182,2023-06-18,BR,email,/product,0.48
ses_016183,2023-12-13,US,organic,/home,1.04
ses_016184,2024-04-13,AU,facebook/cpc,/home,7.44
ses_016185,2025-09-12,FR,google/cpc,/landing-sale,3.96
ses_016186,2025-05-07,CA,google/cpc,/product,9.26
ses_016187,2023-08-07,AU,tiktok/cpc,/product,3.47
ses_016188,2024-05-26,MX,affiliate,/landing-sale,3.82
ses_016189,2024-12-11,CA,tiktok/cpc,/home,1.42
ses_016190,2023-08-17,BR,google/cpc,/home,1.4
ses_016191,2023-09-19,BR,tiktok/cpc,/cart,1.18
ses_016192,2023-03-03,IT,tiktok/cpc,/cart,10.94
ses_016193,2025-07-26,US,organic,/landing-sale,5.75
ses_016194,2024-05-16,GB,organic,/landing-sale,8.68
ses_016195,2025-04-15,DE,affiliate,/collection,3.2
ses_016196,2025-10-17,IT,facebook/cpc,/cart,8.94
ses_016197,2024-05-13,BR,affiliate,/collection,4.32
ses_016198,2025-08-28,FR,facebook/cpc,/cart,0.0
ses_016199,2023-12-02,CA,organic,/home,4.28
ses_016200,2023-08-19,IT,tiktok/cpc,/cart,14.88
ses_016201,2025-05-25,MX,tiktok/cpc,/product,1.24
ses_016202,2025-04-04,BR,affiliate,/collection,10.56
ses_016203,2025-05-13,MX,google/cpc,/landing-sale,5.49
ses_016204,2024-02-02,MX,organic,/product,0.73
ses_016205,2023-06-20,CA,email,/home,1.56
ses_016206,2024-04-12,CA,email,/product,12.11
ses_016207,2023-12-11,MX,facebook/cpc,/collection,5.48
ses_016208,2024-05-23,AU,facebook/cpc,/product,6.19
ses_016209,2023-05-23,CA,affiliate,/landing-sale,17.78
ses_016210,2023-03-14,IT,organic,/landing-sale,18.33
ses_016211,2025-04-04,CA,tiktok/cpc,/product,4.65
ses_016212,2024-07-04,IT,affiliate,/cart,1.21
ses_016213,2025-05-02,CA,email,/home,1.32
ses_016214,2025-07-21,DE,email,/product,0.72
ses_016215,2025-03-08,DE,affiliate,/home,0.59
ses_016216,2025-05-31,FR,google/cpc,/landing-sale,8.28
ses_016217,2024-07-26,US,organic,/landing-sale,3.13
ses_016218,2023-05-22,CA,facebook/cpc,/product,7.36
ses_016219,2023-06-09,FR,affiliate,/home,6.71
ses_016220,2023-04-17,MX,affiliate,/landing-sale,7.05
ses_016221,2025-04-07,DE,facebook/cpc,/collection,1.27
ses_016222,2023-02-23,AU,email,/collection,1.39
ses_016223,2024-07-07,MX,google/cpc,/home,0.84
ses_016224,2024-09-25,BR,google/cpc,/landing-sale,9.31
ses_016225,2025-10-26,MX,facebook/cpc,/product,4.05
ses_016226,2024-03-11,IT,tiktok/cpc,/home,0.26
ses_016227,2023-03-08,ES,email,/landing-sale,4.12
ses_016228,2023-07-08,AU,facebook/cpc,/collection,2.96
ses_016229,2023-05-19,DE,affiliate,/product,2.79
ses_016230,2023-11-08,US,google/cpc,/home,7.42
ses_016231,2024-05-05,CA,facebook/cpc,/landing-sale,2.72
ses_016232,2025-07-18,BR,facebook/cpc,/collection,10.34
ses_016233,2024-06-07,ES,tiktok/cpc,/cart,0.54
ses_016234,2025-09-15,GB,email,/home,7.9
ses_016235,2023-09-16,AU,organic,/collection,25.61
ses_016236,2023-10-18,CA,email,/landing-sale,2.55
ses_016237,2023-07-26,ES,affiliate,/home,0.47
ses_016238,2024-05-04,DE,google/cpc,/collection,5.13
ses_016239,2024-10-08,DE,organic,/cart,1.49
ses_016240,2024-08-31,DE,tiktok/cpc,/collection,0.04
ses_016241,2023-05-15,IT,tiktok/cpc,/landing-sale,0.46
ses_016242,2024-02-15,FR,google/cpc,/collection,3.21
ses_016243,2024-11-16,FR,google/cpc,/collection,1.66
ses_016244,2024-12-03,CA,affiliate,/home,12.65
ses_016245,2025-09-12,AU,facebook/cpc,/cart,1.63
ses_016246,2024-10-22,DE,affiliate,/collection,12.29
ses_016247,2024-06-07,BR,email,/cart,5.19
ses_016248,2024-08-02,IT,email,/product,2.75
ses_016249,2023-10-06,IT,email,/collection,0.96
ses_016250,2024-11-29,MX,email,/home,3.07
ses_016251,2023-10-07,ES,facebook/cpc,/home,0.34
ses_016252,2023-02-12,US,tiktok/cpc,/cart,0.1
ses_016253,2024-09-08,CA,tiktok/cpc,/home,0.46
ses_016254,2023-02-18,FR,google/cpc,/landing-sale,1.33
ses_016255,2023-12-11,DE,google/cpc,/home,3.6
ses_016256,2025-05-02,GB,tiktok/cpc,/home,5.37
ses_016257,2024-11-27,AU,email,/landing-sale,1.96
ses_016258,2023-09-03,MX,organic,/landing-sale,0.72
ses_016259,2024-04-02,CA,organic,/cart,0.25
ses_016260,2024-05-27,FR,facebook/cpc,/cart,5.39
ses_016261,2024-08-03,US,facebook/cpc,/home,1.25
ses_016262,2023-09-03,MX,tiktok/cpc,/collection,6.77
ses_016263,2023-09-05,US,tiktok/cpc,/home,12.34
ses_016264,2024-05-06,FR,facebook/cpc,/cart,7.45
ses_016265,2024-11-18,FR,tiktok/cpc,/cart,3.49
ses_016266,2023-06-02,ES,google/cpc,/product,3.4
ses_016267,2024-01-14,IT,email,/product,3.85
ses_016268,2023-02-08,MX,email,/product,1.51
ses_016269,2023-02-11,DE,affiliate,/cart,4.34
ses_016270,2024-08-25,IT,email,/product,2.04
ses_016271,2025-06-03,BR,facebook/cpc,/product,3.37
ses_016272,2023-08-05,US,email,/cart,5.09
ses_016273,2023-07-12,US,facebook/cpc,/collection,0.75
ses_016274,2023-02-08,CA,email,/landing-sale,8.87
ses_016275,2024-06-21,BR,google/cpc,/product,2.08
ses_016276,2025-06-12,FR,facebook/cpc,/collection,0.79
ses_016277,2024-12-17,CA,email,/collection,3.22
ses_016278,2024-08-09,AU,google/cpc,/cart,7.33
ses_016279,2024-04-08,DE,google/cpc,/landing-sale,6.87
ses_016280,2025-05-08,US,google/cpc,/cart,0.52
ses_016281,2024-02-05,FR,email,/collection,3.51
ses_016282,2023-07-23,IT,facebook/cpc,/product,3.99
ses_016283,2023-05-30,GB,tiktok/cpc,/collection,6.08
ses_016284,2025-08-01,ES,facebook/cpc,/product,15.24
ses_016285,2024-03-15,US,email,/home,1.27
ses_016286,2023-03-27,DE,google/cpc,/cart,3.14
ses_016287,2025-01-04,AU,facebook/cpc,/home,3.59
ses_016288,2024-09-28,ES,facebook/cpc,/cart,0.5
ses_016289,2023-02-24,GB,facebook/cpc,/product,3.53
ses_016290,2025-10-10,ES,facebook/cpc,/collection,0.52
ses_016291,2024-12-16,US,email,/product,8.51
ses_016292,2024-08-27,FR,affiliate,/landing-sale,1.57
ses_016293,2023-09-07,DE,organic,/collection,5.12
ses_016294,2025-03-23,AU,email,/cart,3.03
ses_016295,2023-08-09,IT,google/cpc,/cart,0.9
ses_016296,2023-04-12,BR,organic,/collection,2.73
ses_016297,2025-01-24,CA,email,/home,12.6
ses_016298,2025-06-16,US,google/cpc,/landing-sale,1.59
ses_016299,2023-10-16,ES,tiktok/cpc,/landing-sale,1.1
ses_016300,2023-05-26,IT,tiktok/cpc,/home,3.24
ses_016301,2023-08-24,MX,email,/product,1.01
ses_016302,2024-03-09,US,email,/collection,3.67
ses_016303,2024-11-06,US,google/cpc,/product,4.43
ses_016304,2023-04-17,MX,google/cpc,/collection,5.57
ses_016305,2025-04-14,MX,facebook/cpc,/cart,1.5
ses_016306,2023-05-08,CA,email,/product,0.91
ses_016307,2024-09-18,GB,google/cpc,/product,5.52
ses_016308,2024-07-04,IT,facebook/cpc,/home,4.79
ses_016309,2023-08-04,MX,facebook/cpc,/product,1.16
ses_016310,2024-10-07,DE,organic,/product,11.8
ses_016311,2024-03-29,MX,organic,/product,0.56
ses_016312,2025-09-22,DE,facebook/cpc,/cart,1.09
ses_016313,2023-11-09,GB,organic,/product,0.53
ses_016314,2024-10-12,AU,organic,/cart,6.8
ses_016315,2023-12-15,CA,email,/collection,0.43
ses_016316,2024-06-04,DE,google/cpc,/landing-sale,8.92
ses_016317,2025-05-22,DE,tiktok/cpc,/landing-sale,9.83
ses_016318,2024-06-11,MX,affiliate,/cart,2.68
ses_016319,2023-08-06,CA,affiliate,/cart,2.12
ses_016320,2023-10-22,BR,email,/product,1.21
ses_016321,2025-03-27,DE,google/cpc,/home,3.09
ses_016322,2023-05-04,ES,google/cpc,/home,5.79
ses_016323,2025-10-08,MX,affiliate,/landing-sale,5.8
ses_016324,2025-03-18,US,affiliate,/cart,2.99
ses_016325,2023-01-08,BR,facebook/cpc,/collection,2.06
ses_016326,2024-06-21,ES,facebook/cpc,/collection,9.34
ses_016327,2023-08-20,GB,facebook/cpc,/cart,1.07
ses_016328,2024-04-18,FR,tiktok/cpc,/cart,0.08
ses_016329,2024-02-21,GB,email,/cart,2.17
ses_016330,2024-01-08,BR,email,/cart,20.37
ses_016331,2023-04-05,BR,email,/collection,12.98
ses_016332,2023-10-05,AU,google/cpc,/product,1.64
ses_016333,2025-06-07,BR,facebook/cpc,/home,2.1
ses_016334,2025-09-29,FR,google/cpc,/landing-sale,6.13
ses_016335,2023-04-25,AU,google/cpc,/product,2.34
ses_016336,2023-08-06,FR,facebook/cpc,/landing-sale,1.28
ses_016337,2023-03-22,BR,affiliate,/landing-sale,7.22
ses_016338,2024-06-01,GB,organic,/landing-sale,8.28
ses_016339,2023-08-03,ES,facebook/cpc,/collection,2.91
ses_016340,2023-02-07,US,google/cpc,/product,14.09
ses_016341,2023-11-12,IT,email,/landing-sale,0.56
ses_016342,2023-07-14,ES,google/cpc,/home,1.19
ses_016343,2023-04-29,AU,affiliate,/cart,1.55
ses_016344,2023-09-16,GB,affiliate,/cart,2.39
ses_016345,2024-07-20,MX,google/cpc,/product,4.43
ses_016346,2024-03-07,GB,tiktok/cpc,/collection,3.12
ses_016347,2025-10-12,DE,tiktok/cpc,/home,2.58
ses_016348,2023-06-02,FR,facebook/cpc,/home,13.89
ses_016349,2025-07-07,BR,tiktok/cpc,/landing-sale,0.04
ses_016350,2023-02-13,IT,affiliate,/home,16.38
ses_016351,2024-07-05,IT,email,/landing-sale,3.5
ses_016352,2023-02-23,CA,organic,/product,4.5
ses_016353,2023-05-30,BR,google/cpc,/landing-sale,3.06
ses_016354,2025-04-29,GB,google/cpc,/home,4.33
ses_016355,2023-12-17,CA,organic,/product,8.76
ses_016356,2023-12-16,AU,google/cpc,/cart,11.91
ses_016357,2023-08-15,BR,email,/home,0.15
ses_016358,2024-03-31,FR,facebook/cpc,/product,2.87
ses_016359,2024-05-22,BR,tiktok/cpc,/cart,1.89
ses_016360,2024-04-23,MX,affiliate,/home,0.0
ses_016361,2025-09-11,DE,organic,/cart,1.86
ses_016362,2024-09-22,FR,facebook/cpc,/landing-sale,3.69
ses_016363,2024-03-22,US,email,/product,7.53
ses_016364,2025-07-01,GB,organic,/landing-sale,2.05
ses_016365,2024-10-14,BR,facebook/cpc,/product,13.1
ses_016366,2023-04-28,CA,affiliate,/landing-sale,1.29
ses_016367,2023-09-05,US,google/cpc,/landing-sale,5.61
ses_016368,2025-01-19,CA,tiktok/cpc,/cart,2.7
ses_016369,2025-09-16,MX,organic,/home,3.67
ses_016370,2023-07-28,GB,affiliate,/cart,8.66
ses_016371,2024-09-03,IT,affiliate,/collection,6.9
ses_016372,2025-10-24,ES,email,/product,2.16
ses_016373,2024-01-18,IT,affiliate,/product,5.5
ses_016374,2023-12-19,US,tiktok/cpc,/cart,2.1
ses_016375,2024-04-22,CA,affiliate,/home,1.48
ses_016376,2023-07-30,FR,email,/collection,0.64
ses_016377,2025-06-12,AU,facebook/cpc,/product,0.15
ses_016378,2024-02-19,FR,organic,/product,3.61
ses_016379,2025-10-22,ES,google/cpc,/home,1.35
ses_016380,2025-08-17,ES,facebook/cpc,/product,2.04
ses_016381,2025-01-23,MX,affiliate,/landing-sale,2.05
ses_016382,2024-10-04,IT,affiliate,/collection,0.46
ses_016383,2023-07-30,FR,tiktok/cpc,/home,1.43
ses_016384,2025-02-15,BR,email,/product,1.41
ses_016385,2023-12-28,CA,organic,/landing-sale,2.68
ses_016386,2025-10-02,MX,google/cpc,/home,6.35
ses_016387,2025-09-29,GB,organic,/collection,2.23
ses_016388,2024-12-16,AU,google/cpc,/collection,4.69
ses_016389,2025-05-25,IT,facebook/cpc,/home,8.71
ses_016390,2023-11-13,CA,affiliate,/product,4.88
ses_016391,2024-12-04,AU,google/cpc,/product,19.67
ses_016392,2023-01-07,IT,affiliate,/cart,15.9
ses_016393,2024-04-30,GB,organic,/home,3.33
ses_016394,2023-02-08,US,facebook/cpc,/product,0.15
ses_016395,2024-01-24,BR,organic,/home,9.41
ses_016396,2025-10-09,ES,email,/cart,2.28
ses_016397,2024-08-06,ES,email,/product,9.43
ses_016398,2023-03-08,MX,organic,/home,1.12
ses_016399,2025-01-13,MX,facebook/cpc,/home,2.13
ses_016400,2023-10-13,AU,organic,/landing-sale,0.69
